Date,FCP ALISTITMAR CHAABI ACTIONS,FCP KENZ ACTIONS,AL ISTITMAR CHAABI DIVERSIFIE,FCP KENZ RENDEMENT,FCP ALISTITMAR CHAABI TRESORERIE,FCP KENZ PLUS,AL AMAL,ASSANAD CHAABI,FCP AL IDDIKHAR CHAABI KASSIR AL MADA,FCP AL IDDIKHAR CHAABI MOUTAWASSIT AL MADA,FCP AL IDDIKHAR CHAABI TAWIL AL MADA,UPLINE BONDS,FCP UPLINE BALANCED FUND,FCP KENZ OBLIGATIONS,ATLAS PREMIUM,ATLAS LIQUIDITE,ATLAS HARMONIE,FCP CAPITAL ACTIONS,FCP CAPITAL IMMOBILIER        ,CAPITAL DIVIDENDES PLUS,FCP CAPITAL INDICE,FCP CAPITAL MAGHREB           ,FCP CAPITAL PARTICIPATIONS,FCP CAPITAL PROTECTION,FCP CAPITAL SELECTION,MAROC VALEURS,FCP CAPITAL BALANCE,FCP CAPITAL IMTIYAZ CROISSANCE,FCP CAPITAL MULTI-GESTION     ,FCP MEDERSAT.COM,FCP CAPITAL OPTIMUM,FCP CAPITAL MONETAIRE,IRAD,FCP CAPITAL DYNAMIQUE,FCP CAPITAL IMTIYAZ LIQUIDITE,CAPITAL OBLIGATIONS PLUS,FCP AL IJTIMAÏ SECURITE       ,FCP CAPITAL IMTIYAZ SECURITE,FCP CAPITAL INSTITUTIONS,FCP CAPITAL OPTIMISATION,FCP CAPITAL RENDEMENT,FCP CAPITAL TAALIM,FCP CAPITAL TERME,FCP CAPITAL TRESOR,SICAVENIR,CAT ACTIONS,BMCI COSMOS,FCP AVENIR ACTIONS,FCP AXA HORIZON,FCP CASACTIONS,FCP AL KHEIR,FCP CIMR THARWA,FCP SANAD ACTIONS,BMCI EPARGNE CROISSANCE,INSTIMONETAIRE ,FCP AL IKRAM,BMCI INVEST,BMCI TRESORERIE,BMCI CASH,BMCI TRESO PLUS,ATLANTA OBLIGATIONS,AXA CROISSANCE,AXA EPARGNE,BMCI EPARGNE OBLIGATIONS,FCP BMCI GESTION SOLIDARITE,FCP SECURITE DEVELOPPEMENT,BMCI Premium Medium Term Bond,SANAD OBLIGATAIRE,EMERGENCE EQUITY FUND,EMERGENCE PERFORMANCE,EMERGENCE CROISSANCE,EMERGENCE EQUILIBRE,EMERGENCE MONEY MARKET FUND,EMERGENCE BOND FUND,AL IJTIMAI PATRIMOINE,FCP EMERGENCE PATRIMOINE,EMERGENCE CAPITAL ,EMERGENCE FUND,ATLANTA AVENIR,FH2 ACTIONS II,AXA-Avenir,CDG-ACTIONS,CDG PERFORMANCE,CNIA AVENIR,CDG CROISSANCE,SOCIETE CENTRALE DE REASSURANCE-INTEGRALE,CDG OPTIMUM,CDG IZDIHAR,CDG PATRIMOINE,CDG INSTITUTIONS,CDG MONEY PREMIUM,CDG TRESORERIE,CDG CASH,CDG HORIZONS,CDG DYNAMIC COURT TERME,CDG MONETAIRE PLUS,AL IJTIMAI PROTECTION,ATLANTA PERFORMANCE,AXA OBLIG,CDG BONDS DYNAMIQUE,CAT EVOLUTION,CDG BARID,CDG OBLIGATIONS,CDG OBLIG PLUS,CDG OBLIG SELECTION,FCP CKG BONDS,SICAV OBLIGATIONS PÉRENNITÉ,CDG RENDEMENT,CDG-SECUR,CDG SOLIDARITE,CDG TAWFIR,CNIA ASSURE,FCP EDUCATION,CKG ACTIONS IDIKHAR,SOCIETE CENTRALE DE REASSURANCE OBLIGATIONS,AXA PERFORMANCE,CFG EMERGENCE,CFG PERFORMANCE,CFG VALEURS,AVENIR CROISSANCE,CIMR MOUBADARA,STAFF ACTION,CFG CROISSANCE,CFG AVENIR,PATRIMOINE AVENIR,CFG SECURITE,CFG LIQUIDITE,AVENIR OBLIGATION,AVENIR PREMIERE,AVENIR PREVOYANCE,AVENIR RENDEMENT,CAA RENDEMENT,CFG RENDEMENT,CFG INSTIBONDS,FCP AL IJTIMAI SOLIDARITE,FCP AVENIR LONG TERME,AFG DYNAMIC FUND,SG ACTIONS PLUS,SG EXPANSION,AFG OPTIMAL FUND,CMKD FUND,SG PERSPECTIVES,AFG CASH MANAGEMENT,SG CASH PLUS,SG NOVA,SG VALEURS,AFG LIQUIDITY FUND,SG TRESOR PLUS,AL IJTIMAI AVENIR,AFG INCOME FUND,C.I.M.R IDDIKHAR,FCP HORIZON EQUITY VALUE,SG OPTIMAL OBLIG,SG OBLIG PLUS,FCP CAM INVESTISSEMENT,FCP CAM DYNAMIQUE,SICAV MAROC CROISSANCE,FCP CAM LIQUIDITE,MSIN ACTIONS,FCP MAROC CREANCES,FCP MAROC INSTITUTIONS,FCP CAM EPARGNE,FCP CAM TRESO PLUS,FCP MAROC RENDEMENT ,AFRICAPITAL SECURITE,AFRICAPITAL EQUITY,AFRICAPITAL LIQUIDITY ,UPLINE ACTIONS,UPLINE VALEURS PLUS,HORIZON EXPANSION,UPLINE CASH,UPLINE PERENNITE,UPLINE TRESORERIE,UPLINE OBLIG,AL IJTIMAI ADDAMANE,C.I.M.R ATTADAMOUN,SANAD SERENITY,UPLINE AVENIR,ALIF I,UPLINE RENDEMENT,FCP UPLINE EQUILIBRE,ATTAKAFOUL,ATTIJARI ACTIONS,ATTIJARI FINANCES CORP VALEURS,ATTIJARI AL MOUCHARAKA,ATTIJARI PATRIMOINE VALEURS,CAPITAL PERFORMANCE,CDM EXPANSION,CDM PROFIL DYNAMISME,AZ TAWFIR,PALMARES FINANCIERES,PATRIMOINE ACTIONS,PATRIMOINE AL MOUSSAHAMA,PROFIL DYNAMIQUE,WAFA ASSURANCE EXPANSION,WAFA ASSURANCE STRATEGIE,ATTIJARI DIVERSIFIE,ATTIJARI PATRIMOINE MULTIGESTION,ATTIJARI SOLIDARITE,ATTIJARI PATRIMOINE DIVERSIFIE,WG ACTIONS,WG CROISSANCE,WG DIVERSIFIE,CDM OPTIMUM,CDM PROFIL EQUILIBRE,FRUCTI VALEURS,PATRIMOINE MULTIVALEURS,PROFIL HARMONIE,ATTIJARI SELECTION,WAFA ASSURANCE OPTIMISATION,ATTIJARI TRESORERIE,CAP MONETAIRE PREMIERE,CIMR CASH DYNAMIQUE,ATTIJARI MONETAIRE JOUR,CDM CASH,CDM SECURITE PLUS ,ATTIJARI LIQUIDITE,ATTIJARI MONETAIRE PLUS,FCP CAP INSTITUTIONS,FCP CDM LIQUIDITES,AL IJTIMAI INMAA,ATTIJARI FINANCES CORP RENDEMENT,ATTIJARI OBLIGATIONS,CAP OBLIGATIONS,ATTIJARI PATRIMOINE TAUX,ATTIJARI SECURITE,CAP SECURICOURT,CAP SECURIVALO,WG OBLIGATIONS,CAT EQUILIBRE,CDM GENERATION,CDM PROFIL SERENITE,CDM TRESOR PLUS,CIMR AJIAL,ELAN SOLIDARITE,CDM OBLIG PLUS,FCP CAT VALEURS,GROUPE MCMA-MAMDA OPTIMISATION,MBS RENDEMENT,OBLIDYNAMIC,OBLIFUTUR,FCP WG DYNAMIC ,OBLITOP,PATRIMOINE OBLIGATIONS,PROFIL SERENITE,SCR RENDEMENT,CIMR PREVOYANCE,WAFA ASSURANCE SECURITE,PROFIL FLEXIBLE,FCP CIMR TANMYA       ,OBLIGATAIRE PLUS,BMCI Premium LongTerm Bond,FCP OPPORTUNITES,SANAD PERFORMANCE,FCP ALLOCATION,FCP LIQUIDITES,FCP OBLIG CT,FCP SECURITE,RMA DYNAMIQUE,RMA EQUITY MARKET,RMA EXPANSION,RMA OBLIGATIONS,SG CASH GARANTI,CIH CASH,CIH TRESORERIE,CIH MONETAIRE PLUS,FCP AL IDDIKHAR CHAABI ACTIONS,FCP AL BADIL CHAABI ASHOUM,CIH ACTIONS,CDG MULTIGESTION,CIH EPARGNE,CDG OBLIG SECURITE,CDG OBLIG PREMIUM,CIH OBLIGATIONS,FCP MOUSTAQBAL CRP,BMCI PREMIUM EQUITY GROWTH,BMCI PREMIUM EQUITY INCOME,BMCI Premium Money Market,AFAK CRP,FCP CFG CONSTRUCTION,CIH PATRIMOINE,FORCE MUTUELLE,RMA RENDEMENT PLUS,RMA MULTISTRATEGIES,RMA PERFORMANCE,FCP SECURITE RENDEMENT,FCP IRGAM MONETAIRE,FCP IRGAM OBLIGATAIRE,FCP IRGAM ACTIONS,AFRICAPITAL BONDS,AFRICAPITAL CASH ,WINEO ACTIONS,WINEO CASH,WINEO OBLIG,BOND OPTIMUM,FCP CFG PREVOYANCE,SAFAE,BMCI MONETAIRE PLUS,IRGAM STRATEGIE,IRGAM ALLOCATION,CDG CITOYENNETE,AD MOROCCAN EQUITY FUND,AD CASH,AD BONDS,CFG CORPORATE BONDS,CIMR TRESO PLUS,AXA MONETAIRE,FCP CAPITAL SERENITE       ,FCP CAPITAL PLUS,BMCI PREMIUM OPPORTUNITY II,OBLIGATAIRE PREMIUM,CAT DIVERSIFIE,BMCI PREMIUM OPPORTUNITY I,CAPITAL EQUILIBRE,EMERGENCE SERENITE,EMERGENCE OBLIGATIONS,ATLAS SERENITE,ATLAS AMBITION,ATLAS EQUILIBRE,ALIF II,ALPHA MONETAIRE,ALPHA DYNAMIC FUND,ALPHA INCOME FUND,AL IJTIMAI SERENITE,SG EPARGNE PLUS ACTIONS,UNIVERS DIVERSIFIE,RMA TRESO PLUS,FCP MAROGEST CASH,CDG SMALL & MID CAP,CAM MONETAIRE,CAM ACTIONS,CAM OBLIGATIONS,SG COURT TERME OBLIG,RMA DIVERSIFIE,DAR AD-DAMANE FUND,BMCI PREMIUM SHORT BOND DIST,MAROC OPPORTUNITE,CMR ASHOUM,IRGAM MONETAIRE PLUS,CAPITAL TRUST OBLIGATAIRE,CAPITAL TRUST MONETAIRE,CDG SERENITE,CMR ACTIONS,CFG SECURE BONDS,FCP UPLINE CAPITAL GARANTI,FCP UPLINE HORIZON,FCP UPLINE OBLIG PLUS,FCP UPLINE OPPORTUNITES,FCP UPLINE RENDEMENT PLUS,CAT OBLI FRONTIERES,FCP CAPITAL  OBLIGATIONS BANQUES         ,FCP ATTIJARI GOLD,ATLAS SELECTION,FCP CIMR PATRIMOINE,UNIVERS OBLIGATIONS,SECURITE TRESO PLUS,CFG TRADER,FCP CAPITAL IMTIYAZ TRESORERIE,CAPITAL TRUST OBLIG COURT TERME,INSTIOBLIGATIONS,INSTIOBLIGATIONS ETAT,AL BARID ISTITMAR,AL BARID TRESORERIE,FCP CFG TRESOCORP,WINEO OBLIG CT,WINEO OBLIG SECURITE,FCP CIMR MONETAIRE PLUS,FCP CAPITAL SECURITE,FCP CFG RENTABILITE,CIMR MONETAIRE,CMR BONDS,CMR OBLIGATIONS,CMR SANADATE,EMERGENCE CASH,FCP EMERGENCE BANCAIRES,AD YIELD FUND ,AD FIXED INCOME FUND ,AD BALANCED FUND ,CAPITAL TRUST ACTIONS,FCP CAPITAL MONETAIRE PLUS,FCP CAPITAL CAT,FCP BMCI ISR,WINEO DELTA,WINEO AMANA,FCP CAPITAL GLOBAL MACRO,FCP CAPITAL AFRIQUE,FCP CAPITAL ISR,FCP CAPITAL COMBO,ALPHA SECURE FUND,RMA RENDEMENT CT,RMA RENDEMENT MT,RMA CORPORATE BOND,FCP CFG CASH SECURE,CAPITAL TRUST INSTITUTIONS,SMART FUND,EMERGENCE MONETAIRE PLUS,EMERGENCE MONETAIRE,EMERGENCE RENDEMENT BANQUES,IRGAM OBLIRENDEMENT,FCP IRGAM OBLIBANQUES,ATLAS OPTIMISATION,ATLAS PERENNITE,ATLAS TRESORERIE,CDM MONETAIRE PLUS,LEGACY ACCUMULATION FUND,WG HORIZON,WG EPARGNE,WG SERENITE,WG PERFORMANCE,BMCI Premium Short Term Bond,CAPITAL TRUST TRESORERIE,CAPITAL TRUST CASH PLUS,FCP CAPITAL Long/Short,FCP ALPHA BANQUES FUND,CAPITAL TRUST DIVERSIFIE,CAPITAL TRUST RENDEMENT,IRGAM SECURIPLUS,IRGAM SECURIBANCAIRES,WG MONETAIRE,CFG LIQUID BONDS,ATLAS MONEBANQUES,ATLAS OBLIGBANCAIRES,ATLAS CROISSANCE,INVEST EQUILIBRE,CAPITAL TRUST OBLIG PLUS,CAPITAL TRUST DYNAMIQUE,CAPITAL TRUST EQUILIBRE,FCP EMERGENCE DIVERSIFIE,FCP ALIF IV,FCP EMERGENCE TRESOR,FCP EMERGENCE TRESOR PLUS,CFG Profil Prudent,CFG Profil Conservateur,CFG Profil Dynamique ,CFG Profil Equilibre,CFG Profil Offensif,ATTIJARI DIVIDEND FUND,FCP CMR EQUITIES,FCP EMERGENCE OBLIRENDEMENT,FCP HORIZON FLEXIBLE,WG EQUITY FUND,WG BALANCED,FCP INTIMAE-FM,FCP AMAN-FM,CAPITAL TRUST CROISSANCE,CAPITAL TRUST OBLIG PREMIUM,CAPITAL TRUST ALLOCATION,CAPITAL TRUST OPPORTUNITÉ,ATLAS PERFORMANCE,CFG SOVEREIGN BONDS,LIBERIS SERENITE,CDM OBLIGATIONS,FCP HORIZON PREMIUM,WG RENDEMENT,FCP CAPITAL OPPORTUNITE,FCP CAPITAL OBLIGATIONS BANQUES PLUS,FCP CAPITAL DIVERSIFIES,FCP ALPHA PERFORMANCE FUND,FCP ALPHA GLOBAL,FCP ALPHA MONETAIRE PROTECTION,FCP CAPITAL OBLIGATIONS,Winéo Équinoxe,ALIF III,FCP AFRICAPITAL CASH PLUS,FCP AFRICAPITAL DIVERSIFIE,FCP CAPITAL ACTIONS PREMIUM,IRGAM SECURIFINANCE,OBLIG INSTITUTIONS,IRGAM BALANCE,UPLINE PATRIMOINE,UPLINE SECURE PLUS,UPLINE HORIZON DYNAMIQUE,UPLINE OBLIG DYNAMIQUE,CAPITAL TRUST SERENITÉ,CAPITAL TRUST SECURIPLUS,CAPITAL TRUST HARMONIE,FCP EMERGENCE SELECTION,FCP EMERGENCE ALLOCATION,WG FRUCTI PATRIMOINE,FH2 ACTIONS ,CAPITAL TRUST PERFORMANCE,FH2 OBLIGATAIRE DYNAMIQUE,HORIZON DISTRIPERF,TWIN CASH,TWIN BOND,AC SECUR RENDEMENT,FCP RM SECUR RENDEMENT,CT SECUR RENDEMENT,TWIN TREASURY,IRG SECUR RENDEMENT,WG BOND FUND,ALIFV,LMV EQUITY INVEST,FCP ALIF VI,FCP EMERGENCE OBLIG COURT TERME,FCP EMERGENCE TRESORERIE,FCP EMERGENCE OBLIHORIZON,FCP MONETAIRE PREMIUM,FCP TRESORERIE PLUS,EMERGENCE RENDEMENT PLUS,FCP EV CAT,AXA Perspectives,R-MIXT CROISSANCE,R-MIXT OPTIMUM,R-MIXT PERFORMANCE,AWALI,MUTUELLE PREVOYANCE PLUS - MPBP,R-MIXT SELECTION,PRESCOLAIRE,R-MIXT COUVERTURE,CFG INSTICASH,FCP SERENITE CT,DAILY EQUITY FUND,FCP OBLIGATIONS OPTIMUM,FCP OBLIGATIONS DYNAMIQUE,WG CAPITAL,FCP OBLIG PERENITE,CAPITAL TRUST BONDS,UPLINE DIVERSIFIE,FCP OCT DYNAMIQUE,FCP ALPHA RENDEMENT,WG OPPORTUNITES,UPLINE RETAIL SERENITE PLUS,UPLINE RETAIL SERENITE,FCP MONETAIRE DYNAMIQUE,FCP EMERGENCE BALANCED FUND,HORIZON TREASURY FUND,HORIZON OBLIG TRESOR,HORIZON MID & SMALL CAP,WINEO AL AMINE,SG SOCIAL IMPACT FUND,WG VALEURS,WG TAYSSIR,FCP OBLIG OPPORTUNITES,FCP OBLIG LONG TERM,CAPITAL TRUST EQUITY,UPLINE PROTECTION DYNAMIQUE,CAM OBLIBANQUES,CAM OBLIRENDEMENT,CKG ISR SELECTION,AD SELECT BANQUES,AD COMPACT OBLIGATAIRE,CAPITAL TRUST HORIZON,CAPITAL TRUST PATRIMOINE,AD SECUR RENDEMENT,TWIN BOND TRESOR,TWIN OPPORTUNITY,AFG SECUR RENDEMENT,FCP ALPHA BONDS,FCP ALPHA OBLIGATAIRE,FCP ALPHA INVEST,CAPITAL RENDEMENT PLUS,ATTIJARI MIXED DISTRIBUTION,ATTIJARI FIXED INCOME DISTRIBUTION,ATTIJARI VALEURS ESG,WINEO SECUR RENDEMENT,CFG Diversifié,CFG OPPORTUNITES,ATTIJARI CASH GARANTI,UPLINE CROISSANCE,SECURITIES PERFORMANCE,AFG T-BOND FUND,IRGAM DISTRIEQUITY,IRGAM DISTRIEQUILIBRE,FCP EMERGENCE ACTIONS,FCP EMERGENCE PERSPECTIVES,FCP SANLAM OBLIGATIONS,AFG GOV BOND FUND,AFG FLEXIBLE FUND,PATRIMOINE CROISSANCE,FCP CKG GARANTI,FSEC I CT,FSEC II OMLT,FCP HORIZON AVENIR,WG LOW VOLATILITY FACTOR FUND,WG VALUE FACTOR FUND,WG MOMENTUM FACTOR FUND,CAPITAL IMTIYAZ GARANTI,MAROGEST SECUR RENDEMENT,FCP MAROGEST BONDS,GENERATION PERFORMANCE,ATTIJARI PRIVATE FUND
6/14/2024,8878700.85,783937533.8,37334808.94,638250305,317595649.2,4054090656,5498081997,337356987.1,212055698.3,456186771.9,3985129.43,1635069.49,244775140.7,633241746,657172.2,59830907.64,1976906007,34116096.3,768628.83,3754255.53,1251034455,977358469.5,172595624.8,964481207.8,1835736.55,464896397.3,40598399.86,1235874.29,1072142103,5284513.46,397347042.3,604029419.4,3833461073,125016728.5,10662817068,10492346417,4103815533,750441398,1332867629,1045204503,1642823233,3461870055,70774969.47,3376110656,116335785.9,340126806,19015111.79,196218381.6,633625463.3,2410391.84,66498124.53,763124554.5,311197190.4,94848152.98,7976585.65,31432346.93,794421.6,331927145.6,38390524.56,1446605222,452476483.7,531015997,505250848.6,132075361.7,1218069.83,739816.46,71921665.21,1453389.1,1383590751,635476290.2,1585511423,2995615549,687336121,517071583.8,6410451028,679569.94,252088222.2,1029485060,498046913.2,760563329.9,738036800,1623189415,1962146701,960277.13,3710062.87,174767278.2,132228579.9,101550010.3,2680414.12,1217733.69,2259513349,2784976387,111381069.6,368330963.7,764680696.6,395019365.6,3042613545,587095312.5,611073.26,3586575275,412573831.7,3414304016,990081493.2,2345524.95,109272563.5,802003303.5,13496969058,1955750653,4260797344,1106301.64,1822975587,602320716.4,3407999122,1227119.06,2351807798,937337106.6,19836603.45,355787012.7,31692626.43,26654911.78,1060783797,23115567.51,549265281.2,2443020.44,55630111.54,2082845953,108557333.9,1494315773,1235201.82,131238034.7,1100012.2,251147118.8,40385287.88,1438234.29,4883667834,1222817.39,108980384.6,58783536.93,37024826.91,1043326727,1052278.51,239092582.9,1318861605,3749344194,1458951.05,571410430.2,3607591159,778345230.2,2303105221,1728212688,5038930170,3681708.49,295011348.7,1249826695,5867459.2,27565146.56,5888165.18,380255628.4,2764616.08,12801215.7,69792240.12,610542460,499414985.7,4977658.72,1495680816,82735367.75,1440316686,2027749.44,10513613.07,3783422.61,811424054.3,3568787085,170250402.5,5170997770,2497165913,5227528527,1266866698,8868454980,2054383044,5881498727,735416.01,610065973.1,269312580.8,26334025.22,306399732.6,750663828.8,133014905.4,117190224.5,16120553.16,328922109.9,569280009.7,1657229458,41734793.72,246210533.4,705318020.5,478679542.8,1510787869,15991994.55,83010063.07,16627860.95,232497781.4,820315860.2,189030036,116030114.2,537519058.7,17060165.5,2052852266,1003922348,41642189.6,2183419849,3235883614,21343533771,490221865,368875233.5,1290401458,236275732.6,2916934889,998806627.4,1750870396,452440137.9,4324061537,298662432.1,100316331.9,69139130.23,150439175.4,1604938001,1353228762,944200462,788392439.1,448401477.5,463168747.6,69072210.9,368996297.1,3580657135,1411768.31,2643619277,1727675324,672918628.9,5246642.22,730955043.6,15012897887,279063877.9,8929009974,1620815729,660195472.8,1492428.31,8646332412,4973181025,1337353.87,413461274,79116165.12,3338120.37,591648751.6,178451238.8,1307355.53,2599511145,2876730587,753529607.8,7200458092,81105424.89,1174995468,8791168592,3080499561,638440409.8,1715151.53,50202200.35,45905409.69,115725114.1,4338335.26,1287794.75,1757679.91,60944465.86,297776026.4,6994383.78,1507740685,16681504.06,96245023.14,347926601.2,1371517061,12731754.88,9953296.09,1455773001,3499876689,1753186431,939297426.5,572427.94,210847566.6,1430394865,509968541.8,2128482969,785267307.6,723826780.8,881904731.8,236743153,113590057.1,654834367.5,64670235.41,154063276.3,234406588.8,413060787,1073509.06,878861537.2,1424918740,1482624779,35367428.59,771244133.3,700026142.6,1515494295,2431172653,39055127.06,942014131.8,186930133.5,33660622.17,544779761.3,1181398543,460114984.5,84395536.29,734736.63,153891545.6,2511666883,1511400786,511302746.7,1399937958,186210880.7,150472127.6,180438376.2,169574774.6,76001647.68,225685964.7,560011819.1,671241.25,1213930195,4734254292,349392725.5,562483.74,361296943.6,2498213067,910650291.1,307507811.9,587779411.4,169664153.6,525040.4,1314499199,1331790644,4674626053,10071324881,2715209925,1983187025,762515.4,607113.19,997397640.5,45310732.75,1850141.23,946397223.3,3492897210,5418305.95,8247503.46,2318794423,553863073.5,255149023.4,671978.42,2205213096,627114.32,129550534.9,249462666.9,255031881.3,677820993.7,1075209648,488381686.6,306130383.7,2246152066,2375761532,2935242180,629127294.9,2332610688,1770108521,1155627940,618211780.5,930023513.3,846627393,186994431.3,1150313.54,952477769.4,488912221.5,26807790.37,1393872.29,1266461.92,449532816.7,1681710583,1173511.78,112489577.8,2961508.16,160724926.2,1052416053,20937710.3,3329232860,3032640182,1732469740,576806199.2,1262508146,19203783.47,1573598735,49721948.07,1506897060,38014599.26,189042433.3,1512564.83,89628152.01,146231640.3,360443089.9,608358127.8,2161004942,1712983.3,2895329591,811911695.4,1049289.18,632298.28,65808637.47,937732418.5,1222877235,729938637.9,1219482892,249053943.6,1025162577,258420545.2,209771219.4,940922435.3,816015018.9,2495777761,828161729,235826454,6979341.9,21191753.83,6214000.42,22343847.77,6129092.72,145420339.3,1021543461,2490689423,220240522.2,220334589.6,235165807.4,237381137.8,237732020.5,1186080977,1833239376,291584184.4,1075171.93,589132.93,987852917.9,1765030505,144631891.7,318103023.3,768869267.3,1118655.75,824068015.7,1043163.78,1426922198,1107900642,980939231.6,2200619583,5589359.95,2265936469,1034197638,290655201.1,130609110.9,623419.67,867884.26,1224292819,1059215406,3248357409,1137119382,1175286906,1141242027,1017274.29,519551859.2,242693860.5,970247054.8,778367911.3,776466891.4,1047233951,2925134952,158716238.6,628087763.1,1044541.21,2528364934,3027339064,2924042741,579563389.8,2826748749,290642704.8,1213816549,308696691.1,1173605872,1455228170,1120670656,1260749640,309804601.6,1058932.12,4171703010,129596790,718314906.2,2106753813,4836299850,4779030192,571389431.3,481212198.7,4751086302,570396327.6,1528554444,2470154086,1052564.29,56092015.85,602485.11,1020435.56,235794537.1,696339702.7,1028757640,996330.29,1067499.24,565665028.9,164335493,1023832.48,1052725.69,6092457.39,15517332.35,13946426.99,1491615.1,48542102.03,88132971.68,72118075.37,167993840.7,87230698.79,533141744.7,117722778,312685526.8,1028469.06,950404761.6,264795225,890841.44,1314676863,1464722074,1009723.03,1025795.68,2435988653,347521685.9,10079530.73,2148740458,2190076310,109853498,986619.36,1056781.44,1136843.69,1033478.63,1226032.74,1629775203,1083218.83,1058033.29,3415948565,1035216.02,1030678.78,735800983.5,1050583.05,1012993.53,42017693.31,787857109.4,709543073.2,1724502464,697497049.3,455177795.2,14031987.94,1024112592,485969423.7,1032277.95,1101447.03,1076979.21,1125293.12,110826690.9,251587546,1004335.7,5027069.4,1996317.44
