Date,FCP ALISTITMAR CHAABI ACTIONS,FCP KENZ ACTIONS,AL ISTITMAR CHAABI DIVERSIFIE,FCP KENZ RENDEMENT,FCP ALISTITMAR CHAABI TRESORERIE,FCP KENZ PLUS,AL AMAL,ASSANAD CHAABI,FCP AL IDDIKHAR CHAABI KASSIR AL MADA,FCP AL IDDIKHAR CHAABI MOUTAWASSIT AL MADA,FCP AL IDDIKHAR CHAABI TAWIL AL MADA,UPLINE BONDS,FCP UPLINE BALANCED FUND,FCP KENZ OBLIGATIONS,ATLAS PREMIUM,ATLAS LIQUIDITE,ATLAS HARMONIE,FCP CAPITAL ACTIONS,FCP CAPITAL IMMOBILIER,CAPITAL DIVIDENDES PLUS,FCP CAPITAL INDICE,FCP CAPITAL MAGHREB,FCP CAPITAL PARTICIPATIONS,FCP CAPITAL PROTECTION,FCP CAPITAL SELECTION,MAROC VALEURS,FCP CAPITAL BALANCE,FCP CAPITAL IMTIYAZ CROISSANCE,FCP CAPITAL MULTI-GESTION,FCP MEDERSAT.COM,FCP CAPITAL OPTIMUM,FCP CAPITAL MONETAIRE,IRAD,FCP CAPITAL DYNAMIQUE,FCP CAPITAL IMTIYAZ LIQUIDITE,CAPITAL OBLIGATIONS PLUS,FCP AL IJTIMAÃ SECURITE,FCP CAPITAL IMTIYAZ SECURITE,FCP CAPITAL INSTITUTIONS,FCP CAPITAL OPTIMISATION,FCP CAPITAL RENDEMENT,FCP CAPITAL TAALIM,FCP CAPITAL TERME,FCP CAPITAL TRESOR,SICAVENIR,CAT ACTIONS,BMCI COSMOS,FCP AVENIR ACTIONS,FCP AXA HORIZON,FCP CASACTIONS,FCP AL KHEIR,FCP CIMR THARWA,FCP SANAD ACTIONS,BMCI EPARGNE CROISSANCE,INSTIMONETAIRE,FCP AL IKRAM,BMCI INVEST,BMCI TRESORERIE,BMCI CASH,BMCI TRESO PLUS,ATLANTA OBLIGATIONS,AXA CROISSANCE,AXA EPARGNE,BMCI EPARGNE OBLIGATIONS,FCP BMCI GESTION SOLIDARITE,FCP SECURITE DEVELOPPEMENT,BMCI Premium Medium Term Bond,SANAD OBLIGATAIRE,EMERGENCE EQUITY FUND,EMERGENCE PERFORMANCE,EMERGENCE CROISSANCE,EMERGENCE EQUILIBRE,EMERGENCE MONEY MARKET FUND,EMERGENCE BOND FUND,AL IJTIMAI PATRIMOINE,FCP EMERGENCE PATRIMOINE,EMERGENCE CAPITAL,EMERGENCE FUND,ATLANTA AVENIR,FH2 ACTIONS II,AXA-Avenir,CDG-ACTIONS,CDG PERFORMANCE,CNIA AVENIR,CDG CROISSANCE,SOCIETE CENTRALE DE REASSURANCE-INTEGRALE,CDG OPTIMUM,CDG IZDIHAR,CDG PATRIMOINE,CDG INSTITUTIONS,CDG MONEY PREMIUM,CDG TRESORERIE,CDG CASH,CDG HORIZONS,CDG DYNAMIC COURT TERME,CDG MONETAIRE PLUS,AL IJTIMAI PROTECTION,ATLANTA PERFORMANCE,AXA OBLIG,CDG BONDS DYNAMIQUE,CAT EVOLUTION,CDG BARID,CDG OBLIGATIONS,CDG OBLIG PLUS,CDG OBLIG SELECTION,FCP CKG BONDS,SICAV OBLIGATIONS PÃRENNITÃ,CDG RENDEMENT,CDG-SECUR,CDG SOLIDARITE,CDG TAWFIR,CNIA ASSURE,FCP EDUCATION,CKG ACTIONS IDIKHAR,SOCIETE CENTRALE DE REASSURANCE OBLIGATIONS,AXA PERFORMANCE,CFG EMERGENCE,CFG PERFORMANCE,CFG VALEURS,AVENIR CROISSANCE,CIMR MOUBADARA,STAFF ACTION,CFG CROISSANCE,CFG AVENIR,PATRIMOINE AVENIR,CFG SECURITE,CFG LIQUIDITE,AVENIR OBLIGATION,AVENIR PREMIERE,AVENIR PREVOYANCE,AVENIR RENDEMENT,CAA RENDEMENT,CFG RENDEMENT,CFG INSTIBONDS,FCP AL IJTIMAI SOLIDARITE,FCP AVENIR LONG TERME,AFG DYNAMIC FUND,SG ACTIONS PLUS,SG EXPANSION,AFG OPTIMAL FUND,CMKD FUND,SG PERSPECTIVES,AFG CASH MANAGEMENT,SG CASH PLUS,SG NOVA,SG VALEURS,AFG LIQUIDITY FUND,SG TRESOR PLUS,AL IJTIMAI AVENIR,AFG INCOME FUND,C.I.M.R IDDIKHAR,FCP HORIZON EQUITY VALUE,SG OPTIMAL OBLIG,SG OBLIG PLUS,FCP CAM INVESTISSEMENT,FCP CAM DYNAMIQUE,SICAV MAROC CROISSANCE,FCP CAM LIQUIDITE,MSIN ACTIONS,FCP MAROC CREANCES,FCP MAROC INSTITUTIONS,FCP CAM EPARGNE,FCP CAM TRESO PLUS,FCP MAROC RENDEMENT,AFRICAPITAL SECURITE,AFRICAPITAL EQUITY,AFRICAPITAL LIQUIDITY,UPLINE ACTIONS,UPLINE VALEURS PLUS,HORIZON EXPANSION,UPLINE CASH,UPLINE PERENNITE,UPLINE TRESORERIE,UPLINE OBLIG,AL IJTIMAI ADDAMANE,C.I.M.R ATTADAMOUN,SANAD SERENITY,UPLINE AVENIR,ALIF I,UPLINE RENDEMENT,FCP UPLINE EQUILIBRE,ATTAKAFOUL,ATTIJARI ACTIONS,ATTIJARI FINANCES CORP VALEURS,ATTIJARI AL MOUCHARAKA,ATTIJARI PATRIMOINE VALEURS,CAPITAL PERFORMANCE,CDM EXPANSION,CDM PROFIL DYNAMISME,AZ TAWFIR,PALMARES FINANCIERES,PATRIMOINE ACTIONS,PATRIMOINE AL MOUSSAHAMA,PROFIL DYNAMIQUE,WAFA ASSURANCE EXPANSION,WAFA ASSURANCE STRATEGIE,ATTIJARI DIVERSIFIE,ATTIJARI PATRIMOINE MULTIGESTION,ATTIJARI SOLIDARITE,ATTIJARI PATRIMOINE DIVERSIFIE,WG ACTIONS,WG CROISSANCE,WG DIVERSIFIE,CDM OPTIMUM,CDM PROFIL EQUILIBRE,FRUCTI VALEURS,PATRIMOINE MULTIVALEURS,PROFIL HARMONIE,ATTIJARI SELECTION,WAFA ASSURANCE OPTIMISATION,ATTIJARI TRESORERIE,CAP MONETAIRE PREMIERE,CIMR CASH DYNAMIQUE,ATTIJARI MONETAIRE JOUR,CDM CASH,CDM SECURITE PLUS,ATTIJARI LIQUIDITE,ATTIJARI MONETAIRE PLUS,FCP CAP INSTITUTIONS,FCP CDM LIQUIDITES,AL IJTIMAI INMAA,ATTIJARI FINANCES CORP RENDEMENT,ATTIJARI OBLIGATIONS,CAP OBLIGATIONS,ATTIJARI PATRIMOINE TAUX,ATTIJARI SECURITE,CAP SECURICOURT,CAP SECURIVALO,WG OBLIGATIONS,CAT EQUILIBRE,CDM GENERATION,CDM PROFIL SERENITE,CDM TRESOR PLUS,CIMR AJIAL,ELAN SOLIDARITE,CDM OBLIG PLUS,FCP CAT VALEURS,GROUPE MCMA-MAMDA OPTIMISATION,MBS RENDEMENT,OBLIDYNAMIC,OBLIFUTUR,FCP WG DYNAMIC,OBLITOP,PATRIMOINE OBLIGATIONS,PROFIL SERENITE,SCR RENDEMENT,CIMR PREVOYANCE,WAFA ASSURANCE SECURITE,PROFIL FLEXIBLE,FCP CIMR TANMYA,OBLIGATAIRE PLUS,BMCI Premium LongTerm Bond,FCP OPPORTUNITES,SANAD PERFORMANCE,FCP ALLOCATION,FCP LIQUIDITES,FCP OBLIG CT,FCP SECURITE,RMA DYNAMIQUE,RMA EQUITY MARKET,RMA EXPANSION,RMA OBLIGATIONS,SG CASH GARANTI,CIH CASH,CIH TRESORERIE,CIH MONETAIRE PLUS,FCP AL IDDIKHAR CHAABI ACTIONS,FCP AL BADIL CHAABI ASHOUM,CIH ACTIONS,CDG MULTIGESTION,CIH EPARGNE,CDG OBLIG SECURITE,CDG OBLIG PREMIUM,CIH OBLIGATIONS,FCP MOUSTAQBAL CRP,BMCI PREMIUM EQUITY GROWTH,BMCI PREMIUM EQUITY INCOME,BMCI Premium Money Market,AFAK CRP,FCP CFG CONSTRUCTION,CIH PATRIMOINE,FORCE MUTUELLE,RMA RENDEMENT PLUS,RMA MULTISTRATEGIES,RMA PERFORMANCE,FCP SECURITE RENDEMENT,FCP IRGAM MONETAIRE,FCP IRGAM OBLIGATAIRE,FCP IRGAM ACTIONS,AFRICAPITAL BONDS,AFRICAPITAL CASH,WINEO ACTIONS,WINEO CASH,WINEO OBLIG,BOND OPTIMUM,FCP CFG PREVOYANCE,SAFAE,BMCI MONETAIRE PLUS,IRGAM STRATEGIE,IRGAM ALLOCATION,CDG CITOYENNETE,AD MOROCCAN EQUITY FUND,AD CASH,AD BONDS,CFG CORPORATE BONDS,CIMR TRESO PLUS,AXA MONETAIRE,FCP CAPITAL SERENITE,FCP CAPITAL PLUS,BMCI PREMIUM OPPORTUNITY II,OBLIGATAIRE PREMIUM,CAT DIVERSIFIE,BMCI PREMIUM OPPORTUNITY I,CAPITAL EQUILIBRE,EMERGENCE SERENITE,EMERGENCE OBLIGATIONS,ATLAS SERENITE,ATLAS AMBITION,ATLAS EQUILIBRE,ALIF II,ALPHA MONETAIRE,ALPHA DYNAMIC FUND,ALPHA INCOME FUND,AL IJTIMAI SERENITE,SG EPARGNE PLUS ACTIONS,UNIVERS DIVERSIFIE,RMA TRESO PLUS,FCP MAROGEST CASH,CDG SMALL & MID CAP,CAM MONETAIRE,CAM ACTIONS,CAM OBLIGATIONS,SG COURT TERME OBLIG,RMA DIVERSIFIE,DAR AD-DAMANE FUND,BMCI PREMIUM SHORT BOND DIST,MAROC OPPORTUNITE,CMR ASHOUM,IRGAM MONETAIRE PLUS,CAPITAL TRUST OBLIGATAIRE,CAPITAL TRUST MONETAIRE,CDG SERENITE,CMR ACTIONS,CFG SECURE BONDS,FCP UPLINE CAPITAL GARANTI,FCP UPLINE HORIZON,FCP UPLINE OBLIG PLUS,FCP UPLINE OPPORTUNITES,FCP UPLINE RENDEMENT PLUS,CAT OBLI FRONTIERES,FCP CAPITAL  OBLIGATIONS BANQUES,FCP ATTIJARI GOLD,ATLAS SELECTION,FCP CIMR PATRIMOINE,UNIVERS OBLIGATIONS,SECURITE TRESO PLUS,CFG TRADER,FCP CAPITAL IMTIYAZ TRESORERIE,CAPITAL TRUST OBLIG COURT TERME,INSTIOBLIGATIONS,INSTIOBLIGATIONS ETAT,AL BARID ISTITMAR,AL BARID TRESORERIE,FCP CFG TRESOCORP,WINEO OBLIG CT,WINEO OBLIG SECURITE,FCP CIMR MONETAIRE PLUS,FCP CAPITAL SECURITE,FCP CFG RENTABILITE,CIMR MONETAIRE,CMR BONDS,CMR OBLIGATIONS,CMR SANADATE,EMERGENCE CASH,FCP EMERGENCE BANCAIRES,AD YIELD FUND,AD FIXED INCOME FUND,AD BALANCED FUND,CAPITAL TRUST ACTIONS,FCP CAPITAL MONETAIRE PLUS,FCP CAPITAL CAT,FCP BMCI ISR,WINEO DELTA,WINEO AMANA,FCP CAPITAL GLOBAL MACRO,FCP CAPITAL AFRIQUE,FCP CAPITAL ISR,FCP CAPITAL COMBO,ALPHA SECURE FUND,RMA RENDEMENT CT,RMA RENDEMENT MT,RMA CORPORATE BOND,FCP CFG CASH SECURE,CAPITAL TRUST INSTITUTIONS,SMART FUND,EMERGENCE MONETAIRE PLUS,EMERGENCE MONETAIRE,EMERGENCE RENDEMENT BANQUES,IRGAM OBLIRENDEMENT,FCP IRGAM OBLIBANQUES,ATLAS OPTIMISATION,ATLAS PERENNITE,ATLAS TRESORERIE,CDM MONETAIRE PLUS,LEGACY ACCUMULATION FUND,WG HORIZON,WG EPARGNE,WG SERENITE,WG PERFORMANCE,BMCI Premium Short Term Bond,CAPITAL TRUST TRESORERIE,CAPITAL TRUST CASH PLUS,FCP CAPITAL Long/Short,FCP ALPHA BANQUES FUND,CAPITAL TRUST DIVERSIFIE,CAPITAL TRUST RENDEMENT,IRGAM SECURIPLUS,IRGAM SECURIBANCAIRES,WG MONETAIRE,CFG LIQUID BONDS,ATLAS MONEBANQUES,ATLAS OBLIGBANCAIRES,ATLAS CROISSANCE,INVEST EQUILIBRE,CAPITAL TRUST OBLIG PLUS,CAPITAL TRUST DYNAMIQUE,CAPITAL TRUST EQUILIBRE,FCP EMERGENCE DIVERSIFIE,FCP ALIF IV,FCP EMERGENCE TRESOR,FCP EMERGENCE TRESOR PLUS,CFG Profil Prudent,CFG Profil Conservateur,CFG Profil Dynamique,CFG Profil Equilibre,CFG Profil Offensif,ATTIJARI DIVIDEND FUND,FCP CMR EQUITIES,FCP EMERGENCE OBLIRENDEMENT,FCP HORIZON FLEXIBLE,WG EQUITY FUND,WG BALANCED,FCP INTIMAE-FM,FCP AMAN-FM,CAPITAL TRUST CROISSANCE,CAPITAL TRUST OBLIG PREMIUM,CAPITAL TRUST ALLOCATION,CAPITAL TRUST OPPORTUNITÃ,ATLAS PERFORMANCE,CFG SOVEREIGN BONDS,LIBERIS SERENITE,CDM OBLIGATIONS,FCP HORIZON PREMIUM,WG RENDEMENT,FCP CAPITAL OPPORTUNITE,FCP CAPITAL OBLIGATIONS BANQUES PLUS,FCP CAPITAL DIVERSIFIES,FCP ALPHA PERFORMANCE FUND,FCP ALPHA GLOBAL,FCP ALPHA MONETAIRE PROTECTION,FCP CAPITAL OBLIGATIONS,WinÃ©o Ãquinoxe,ALIF III,FCP AFRICAPITAL CASH PLUS,FCP AFRICAPITAL DIVERSIFIE,FCP CAPITAL ACTIONS PREMIUM,IRGAM SECURIFINANCE,OBLIG INSTITUTIONS,IRGAM BALANCE,UPLINE PATRIMOINE,UPLINE SECURE PLUS,UPLINE HORIZON DYNAMIQUE,UPLINE OBLIG DYNAMIQUE,CAPITAL TRUST SERENITÃ,CAPITAL TRUST SECURIPLUS,CAPITAL TRUST HARMONIE,FCP EMERGENCE SELECTION,FCP EMERGENCE ALLOCATION,WG FRUCTI PATRIMOINE,FH2 ACTIONS,CAPITAL TRUST PERFORMANCE,FH2 OBLIGATAIRE DYNAMIQUE,HORIZON DISTRIPERF,TWIN CASH,TWIN BOND,AC SECUR RENDEMENT,FCP RM SECUR RENDEMENT,CT SECUR RENDEMENT,TWIN TREASURY,IRG SECUR RENDEMENT,WG BOND FUND,ALIFV,LMV EQUITY INVEST,FCP ALIF VI,FCP EMERGENCE OBLIG COURT TERME,FCP EMERGENCE TRESORERIE,FCP EMERGENCE OBLIHORIZON,FCP MONETAIRE PREMIUM,FCP TRESORERIE PLUS,EMERGENCE RENDEMENT PLUS,FCP EV CAT,AXA Perspectives,R-MIXT CROISSANCE,R-MIXT OPTIMUM,R-MIXT PERFORMANCE,AWALI,MUTUELLE PREVOYANCE PLUS - MPBP,R-MIXT SELECTION,PRESCOLAIRE,R-MIXT COUVERTURE,CFG INSTICASH,FCP SERENITE CT,DAILY EQUITY FUND,FCP OBLIGATIONS OPTIMUM,FCP OBLIGATIONS DYNAMIQUE,WG CAPITAL,FCP OBLIG PERENITE,CAPITAL TRUST BONDS,UPLINE DIVERSIFIE,FCP OCT DYNAMIQUE,FCP ALPHA RENDEMENT,WG OPPORTUNITES,UPLINE RETAIL SERENITE PLUS,UPLINE RETAIL SERENITE,FCP MONETAIRE DYNAMIQUE,FCP EMERGENCE BALANCED FUND,HORIZON TREASURY FUND,HORIZON OBLIG TRESOR,HORIZON MID & SMALL CAP,WINEO AL AMINE,SG SOCIAL IMPACT FUND,WG VALEURS,WG TAYSSIR,FCP OBLIG OPPORTUNITES,FCP OBLIG LONG TERM,CAPITAL TRUST EQUITY,UPLINE PROTECTION DYNAMIQUE,CAM OBLIBANQUES,CAM OBLIRENDEMENT,CKG ISR SELECTION,AD SELECT BANQUES,AD COMPACT OBLIGATAIRE,CAPITAL TRUST HORIZON,CAPITAL TRUST PATRIMOINE,AD SECUR RENDEMENT,TWIN BOND TRESOR,TWIN OPPORTUNITY,AFG SECUR RENDEMENT,FCP ALPHA BONDS,FCP ALPHA OBLIGATAIRE,FCP ALPHA INVEST,CAPITAL RENDEMENT PLUS,ATTIJARI MIXED DISTRIBUTION,ATTIJARI FIXED INCOME DISTRIBUTION,ATTIJARI VALEURS ESG,WINEO SECUR RENDEMENT,CFG DiversifiÃ©,CFG OPPORTUNITES,ATTIJARI CASH GARANTI,UPLINE CROISSANCE,SECURITIES PERFORMANCE,AFG T-BOND FUND,IRGAM DISTRIEQUITY,IRGAM DISTRIEQUILIBRE,FCP EMERGENCE ACTIONS,FCP EMERGENCE PERSPECTIVES,FCP SANLAM OBLIGATIONS,AFG GOV BOND FUND,AFG FLEXIBLE FUND,PATRIMOINE CROISSANCE,FCP CKG GARANTI,FSEC I CT,FSEC II OMLT,FCP HORIZON AVENIR,WG LOW VOLATILITY FACTOR FUND,WG VALUE FACTOR FUND,WG MOMENTUM FACTOR FUND,CAPITAL IMTIYAZ GARANTI,MAROGEST SECUR RENDEMENT,FCP MAROGEST BONDS,GENERATION PERFORMANCE,ATTIJARI PRIVATE FUND
2025-03-11,57170.17,1063.44,4930.72,544.68,580695.14,205.65,3138.63,3868.35,201.5,219.4,222.04,0.65,263760.74,264.53,650.11,142.25,239.89,240.3,1751.26,7642.15,4294.86,1611.23,10404.66,3619.15,294.67,7241.46,5385.45,62472.73,522.68,754.71,1994.64,1611.98,2686.06,2209.53,18522.72,1738.36,199533.98,28792.24,2546.9,238.56,2470.58,2262.13,228.64,2787.02,4725.83,457248.89,392.05,245955.32,170686.93,176133.08,587980.49,448561.3,135474.52,157.35,133.17,35068.29,235.98,120753.7,187.9,163.48,3052649.26,108044.24,112960.3,266.19,139.68,254962.79,17939.02,1500209.54,654.88,11988.32,3879.21,1956.91,2021.88,2334.05,203752.94,168.57,1733.94,1833.73,5283.81,8104.33,3236.1,7506.17,3102.52,2714.11,9588.22,6502.52,2969.18,4060.38,4315.68,1693.61,1616.46,2190.89,2228.53,2149.36,1151.57,2215.91,244383.4,2401.63,1039.15,1840.24,1789.66,3591.26,2452.94,204692.19,1899.66,2553.8,3082.23,2204.81,4216.76,175.71,3334.4,283252.89,2285.0,284.99,2797.4,63729.45,77169.28,1084.34,643.6,35475.17,8630.58,4102.9,9161.68,4787.55,753.42,2479.9,218.86,26745.72,325424.04,9136.1,28508.46,22555.99,329.3,149.71,210100.03,12455.53,7775.24,632.9,332.08,4461.13,104532.24,383.39,1766.4,16252.33,1482.27,209.37,1834.91,208.56,235272.76,2354.45,948783.19,203.2,1911.91,240.27,4578.44,4464.9,5149.2,1869.93,315.84,148.51,160.35,3406.85,167.32,226.89,2486.79,2731.65,1534.9,4779.16,3953.93,39536.65,22772.51,1722.62,18991.71,2069.16,129919.18,920429.02,21442.62,1584.95,1780.27,2733.57,120.61,2011.62,820.79,2871.55,1207.35,108.88,6947.62,6921.97,902.3,831411.64,36577.87,1747.25,1186.33,785.27,45705.89,377985.65,672.18,4322.28,5063.81,5220.82,1811.45,4614.73,6111.61,6354.05,655.6,507.8,1178.2,570.44,560.58,27107.91,5520.12,206212.4,176.21,234.01,5807.01,1993.32,1546.59,224.01,662399.77,38981.68,206262.61,452942.39,303.31,302.36,3859.07,2258.89,287.35,158.5,171.68,25392.78,3496.88,256.84,1678.31,979310.26,143.85,2683.1,273654.88,25897.21,1862.38,202.75,162.63,4696.49,2296.8,408.14,295.75,1895.01,1256615.74,28197.2,1470.39,2489.84,141.36,14807.4,2842.55,1007.61,1834.86,3321.09,1609.71,1973.21,110285.48,248.91,286303.93,380742.75,138983.91,1506.3,1418.9,1545.34,299.46,4216.21,2447.84,2010.54,1988.95,1639.84,1770.07,1888.45,2753.78,21010.89,15388.34,13926.19,253203.33,155.17,1723.5,1564.84,155.57,189.75,275.68,145761.98,152.81,161.21,240.33,1555.13,1542.56,3794.22,1494.73,1753.74,17689.41,166.97,187845.83,140998.96,95.71,241.72,1440.68,2123.07,1530.24,1704.14,160.33,389166.14,154802.03,1532.14,1603.28,15068.47,151.13,20405.62,15588.11,1353.4,1639.69,1805.58,171.84,187.32,140.5,1762.21,148.8,260.88,157.33,1949.07,240.22,1815.92,94.46,132.0,2572.7,137.42,144.94,135.28,1477.29,163.34,1788.11,130.05,1979.91,2623.69,145.62,1608.26,1397.35,1313.7,255031.43,1612.4,12853.57,15650.38,1713.53,18499.32,12450.17,159699.51,1456.55,NC,245.27,2989.24,1808.7,1089.69,227.02,139548.17,1404.71,1413.21,1291.83,143.57,731.98,2302685.91,1307.54,1487.35,1357.56,28.18,148.59,127130.89,1589.5,1535.19,1615.13,1370.05,1375.14,1312.31,1254.31,1334.24,2267.82,1252.15,1276.18,121.03,1944.79,1571.09,154377.16,1375.98,1265.19,135483.06,1404.53,119.59,131.3,1412.13,1216.44,1226.16,1031.46,1304.45,1271.64,1396.82,123.75,127.24,210.96,132.21,122.21,1238.38,1445.88,15630.46,165.45,136803.54,12718.68,118.45,1237.06,1251.13,1232.36,1268.0,1374.89,1169.83,123.65,121.21,1187.69,1235204.41,119.1,120.71,138.98,1387.45,1255.02,1552.31,1210.68,1263.59,1309.28,1142.62,1173.84,1085.94,1111.79,1149.89,1188.31,1244.99,1078.6,1813.94,1172.33,1400.47,1452.17,1456.56,1426.45,1438.62,1281.72,1176.6,1238.32,1028.87,1146.11,1430.33,1126.46,1200.22,1119.87,137867.07,1288.97,1180.3,1116.63,1301.43,1144.67,1129.2,1189.55,1237.67,1259.68,115479.45,1155.94,220.64,115.18,125.06,118.87,1216.36,1126.25,1116.79,1129.26,1125.42,1116.56,1203.04,1779.03,1193.29,1300.47,1578.84,1391.57,1208.04,1269.98,1122.29,1147.72,1160.31,117769.05,115504.55,1134.75,114.72,1120.06,1186.71,1813.71,1168.15,1120.72,1111.18,1114.23,1102.64,1082.79,1082.16,1139.52,10754.02,1270.6,1147.4,1236.68,1139.47,2970.33,1226.31,1219.36,1238.85,1465.48,1073.4,1351.94,1082.32,1065.44,15403.7,11087.98,1129.31,1065.86,1089.08,1042.92,1219.53,1052.58,1075.92,1083.72,1303.38,1144.28,1100.34,158.97,128.19,1043.52,1293.29,1255.23,102.3,111.29,1396.62,1117.51,1097.14,1108.75,1019.6,1100.82,1119.27,1044.63,1288.67,1202.5,1129.67,1191.13,1201.06,1159.79,1083.11,1324.16,1098.15,135.58,106.97,158.33,1192.36,1083.22,1058.03,1060.52,1058.16,1053.54,1207.18,143.7,119.41,1700.32,1223.49,1275.42,1184.46,1285.92,1274.43,1038.23,1054.46,1081.99,1076.05,139.62,130.49,155.63,1029.43,1077.25,1053.99,1053.99,1047614.45
